district,Sex,Age,month of estimation,population
 MP - Ehlanzeni District Municipality (DC32),Male,0-4,2021-09-30,101048.5124
 MP - Ehlanzeni District Municipality (DC32),Male,10-14,2021-09-30,98282.89854
 MP - Ehlanzeni District Municipality (DC32),Male,15-19,2021-09-30,83396.44241
 MP - Ehlanzeni District Municipality (DC32),Male,18-34,2021-09-30,218507.88408
 MP - Ehlanzeni District Municipality (DC32),Male,35-49,2021-09-30,158255.58727999998
 MP - Ehlanzeni District Municipality (DC32),Male,5-9,2021-09-30,97750.83926
 MP - Ehlanzeni District Municipality (DC32),Male,50-59,2021-09-30,56695.245460000006
 MP - Ehlanzeni District Municipality (DC32),Male,60+,2021-09-30,52117.453163
EC - Alfred Nzo District Municipality (DC44),Female,0-4,2021-09-30,54297.10088
EC - Alfred Nzo District Municipality (DC44),Female,10-14,2021-09-30,56685.53202
EC - Alfred Nzo District Municipality (DC44),Female,15-19,2021-09-30,47033.79093
EC - Alfred Nzo District Municipality (DC44),Female,18-34,2021-09-30,103729.28617
EC - Alfred Nzo District Municipality (DC44),Female,35-49,2021-09-30,64237.32285
EC - Alfred Nzo District Municipality (DC44),Female,5-9,2021-09-30,56706.98608
EC - Alfred Nzo District Municipality (DC44),Female,50-59,2021-09-30,28774.20461
EC - Alfred Nzo District Municipality (DC44),Female,60+,2021-09-30,53445.997611
EC - Alfred Nzo District Municipality (DC44),Male,0-4,2021-09-30,54898.22435
EC - Alfred Nzo District Municipality (DC44),Male,10-14,2021-09-30,55444.64743
EC - Alfred Nzo District Municipality (DC44),Male,15-19,2021-09-30,44479.74988
EC - Alfred Nzo District Municipality (DC44),Male,18-34,2021-09-30,72780.9238
EC - Alfred Nzo District Municipality (DC44),Male,35-49,2021-09-30,37066.573399
EC - Alfred Nzo District Municipality (DC44),Male,5-9,2021-09-30,56360.01834
EC - Alfred Nzo District Municipality (DC44),Male,50-59,2021-09-30,13384.162658000001
EC - Alfred Nzo District Municipality (DC44),Male,60+,2021-09-30,25053.613485
EC - Amathole District Municipality (DC12),Female,0-4,2021-09-30,39057.22196
EC - Amathole District Municipality (DC12),Female,10-14,2021-09-30,46972.21515
EC - Amathole District Municipality (DC12),Female,15-19,2021-09-30,35755.57018
EC - Amathole District Municipality (DC12),Female,18-34,2021-09-30,72739.30674
EC - Amathole District Municipality (DC12),Female,35-49,2021-09-30,61026.31366
EC - Amathole District Municipality (DC12),Female,5-9,2021-09-30,44760.9322
EC - Amathole District Municipality (DC12),Female,50-59,2021-09-30,36323.085680000004
EC - Amathole District Municipality (DC12),Female,60+,2021-09-30,74056.0643
EC - Amathole District Municipality (DC12),Male,0-4,2021-09-30,40594.85379
EC - Amathole District Municipality (DC12),Male,10-14,2021-09-30,50260.43578
EC - Amathole District Municipality (DC12),Male,15-19,2021-09-30,40389.63166
EC - Amathole District Municipality (DC12),Male,18-34,2021-09-30,82170.3745
EC - Amathole District Municipality (DC12),Male,35-49,2021-09-30,58169.64075
EC - Amathole District Municipality (DC12),Male,5-9,2021-09-30,47032.04136
EC - Amathole District Municipality (DC12),Male,50-59,2021-09-30,20500.694832
EC - Amathole District Municipality (DC12),Male,60+,2021-09-30,31289.067178999998
EC - Buffalo City Metropolitan Municipality,Female,0-4,2021-09-30,28260.54673
EC - Buffalo City Metropolitan Municipality,Female,10-14,2021-09-30,38057.69574
EC - Buffalo City Metropolitan Municipality,Female,15-19,2021-09-30,31239.02722
EC - Buffalo City Metropolitan Municipality,Female,18-34,2021-09-30,79867.06793
EC - Buffalo City Metropolitan Municipality,Female,35-49,2021-09-30,89358.18591
EC - Buffalo City Metropolitan Municipality,Female,5-9,2021-09-30,32686.09752
EC - Buffalo City Metropolitan Municipality,Female,50-59,2021-09-30,47887.807459999996
EC - Buffalo City Metropolitan Municipality,Female,60+,2021-09-30,62204.204527
EC - Buffalo City Metropolitan Municipality,Male,0-4,2021-09-30,29036.59933
EC - Buffalo City Metropolitan Municipality,Male,10-14,2021-09-30,39114.27393
EC - Buffalo City Metropolitan Municipality,Male,15-19,2021-09-30,32110.2111
EC - Buffalo City Metropolitan Municipality,Male,18-34,2021-09-30,84102.94931
EC - Buffalo City Metropolitan Municipality,Male,35-49,2021-09-30,88633.56181
EC - Buffalo City Metropolitan Municipality,Male,5-9,2021-09-30,33786.11141
EC - Buffalo City Metropolitan Municipality,Male,50-59,2021-09-30,36565.45106
EC - Buffalo City Metropolitan Municipality,Male,60+,2021-09-30,37924.275731
EC - Chris Hani District Municipality (DC13),Female,0-4,2021-09-30,35338.86744
EC - Chris Hani District Municipality (DC13),Female,10-14,2021-09-30,44096.85118
EC - Chris Hani District Municipality (DC13),Female,15-19,2021-09-30,34171.1189
EC - Chris Hani District Municipality (DC13),Female,18-34,2021-09-30,60606.210139999996
EC - Chris Hani District Municipality (DC13),Female,35-49,2021-09-30,56468.6593
EC - Chris Hani District Municipality (DC13),Female,5-9,2021-09-30,39521.99741
EC - Chris Hani District Municipality (DC13),Female,50-59,2021-09-30,33373.475569999995
EC - Chris Hani District Municipality (DC13),Female,60+,2021-09-30,70369.672754
EC - Chris Hani District Municipality (DC13),Male,0-4,2021-09-30,36601.23378
EC - Chris Hani District Municipality (DC13),Male,10-14,2021-09-30,46450.55844
EC - Chris Hani District Municipality (DC13),Male,15-19,2021-09-30,38226.94035
EC - Chris Hani District Municipality (DC13),Male,18-34,2021-09-30,71007.12918
EC - Chris Hani District Municipality (DC13),Male,35-49,2021-09-30,49996.97936
EC - Chris Hani District Municipality (DC13),Male,5-9,2021-09-30,41240.06285
EC - Chris Hani District Municipality (DC13),Male,50-59,2021-09-30,19061.147135
EC - Chris Hani District Municipality (DC13),Male,60+,2021-09-30,34350.933123
EC - Joe Gqabi District Municipality (DC14),Female,0-4,2021-09-30,18013.40368
EC - Joe Gqabi District Municipality (DC14),Female,10-14,2021-09-30,20121.67529
EC - Joe Gqabi District Municipality (DC14),Female,15-19,2021-09-30,15775.81072
EC - Joe Gqabi District Municipality (DC14),Female,18-34,2021-09-30,34907.292440000005
EC - Joe Gqabi District Municipality (DC14),Female,35-49,2021-09-30,27686.35466
EC - Joe Gqabi District Municipality (DC14),Female,5-9,2021-09-30,19479.49114
EC - Joe Gqabi District Municipality (DC14),Female,50-59,2021-09-30,13852.372223
EC - Joe Gqabi District Municipality (DC14),Female,60+,2021-09-30,28831.453134
EC - Joe Gqabi District Municipality (DC14),Male,0-4,2021-09-30,18738.59731
EC - Joe Gqabi District Municipality (DC14),Male,10-14,2021-09-30,21430.38216
EC - Joe Gqabi District Municipality (DC14),Male,15-19,2021-09-30,17529.51675
EC - Joe Gqabi District Municipality (DC14),Male,18-34,2021-09-30,36404.92187
EC - Joe Gqabi District Municipality (DC14),Male,35-49,2021-09-30,25871.977765
EC - Joe Gqabi District Municipality (DC14),Male,5-9,2021-09-30,20573.12181
EC - Joe Gqabi District Municipality (DC14),Male,50-59,2021-09-30,8944.735322
EC - Joe Gqabi District Municipality (DC14),Male,60+,2021-09-30,14390.576241
EC - Nelson Mandela Bay Metropolitan Municipality,Female,0-4,2021-09-30,43980.05493
EC - Nelson Mandela Bay Metropolitan Municipality,Female,10-14,2021-09-30,54044.44965
EC - Nelson Mandela Bay Metropolitan Municipality,Female,15-19,2021-09-30,45018.51256
EC - Nelson Mandela Bay Metropolitan Municipality,Female,18-34,2021-09-30,125560.09793999999
EC - Nelson Mandela Bay Metropolitan Municipality,Female,35-49,2021-09-30,142712.09524
EC - Nelson Mandela Bay Metropolitan Municipality,Female,5-9,2021-09-30,48517.85982
EC - Nelson Mandela Bay Metropolitan Municipality,Female,50-59,2021-09-30,74147.35371
EC - Nelson Mandela Bay Metropolitan Municipality,Female,60+,2021-09-30,96997.90132
EC - Nelson Mandela Bay Metropolitan Municipality,Male,0-4,2021-09-30,44045.92016
EC - Nelson Mandela Bay Metropolitan Municipality,Male,10-14,2021-09-30,52635.01694
EC - Nelson Mandela Bay Metropolitan Municipality,Male,15-19,2021-09-30,43560.18229
EC - Nelson Mandela Bay Metropolitan Municipality,Male,18-34,2021-09-30,127254.21827
EC - Nelson Mandela Bay Metropolitan Municipality,Male,35-49,2021-09-30,135423.45828000002
EC - Nelson Mandela Bay Metropolitan Municipality,Male,5-9,2021-09-30,48261.77525
EC - Nelson Mandela Bay Metropolitan Municipality,Male,50-59,2021-09-30,59847.18646
EC - Nelson Mandela Bay Metropolitan Municipality,Male,60+,2021-09-30,64240.033236999996
EC - Sarah Baartman District Municipality (DC10),Female,0-4,2021-09-30,18787.07756
EC - Sarah Baartman District Municipality (DC10),Female,10-14,2021-09-30,23916.00686
EC - Sarah Baartman District Municipality (DC10),Female,15-19,2021-09-30,19218.10823
EC - Sarah Baartman District Municipality (DC10),Female,18-34,2021-09-30,51771.09658
EC - Sarah Baartman District Municipality (DC10),Female,35-49,2021-09-30,50063.82898
EC - Sarah Baartman District Municipality (DC10),Female,5-9,2021-09-30,20865.11131
EC - Sarah Baartman District Municipality (DC10),Female,50-59,2021-09-30,25510.64203
EC - Sarah Baartman District Municipality (DC10),Female,60+,2021-09-30,32809.952331
EC - Sarah Baartman District Municipality (DC10),Male,0-4,2021-09-30,19319.40784
EC - Sarah Baartman District Municipality (DC10),Male,10-14,2021-09-30,24748.01826
EC - Sarah Baartman District Municipality (DC10),Male,15-19,2021-09-30,19841.17092
EC - Sarah Baartman District Municipality (DC10),Male,18-34,2021-09-30,59029.22519
EC - Sarah Baartman District Municipality (DC10),Male,35-49,2021-09-30,52626.594110000005
EC - Sarah Baartman District Municipality (DC10),Male,5-9,2021-09-30,21740.70205
EC - Sarah Baartman District Municipality (DC10),Male,50-59,2021-09-30,20727.712924
EC - Sarah Baartman District Municipality (DC10),Male,60+,2021-09-30,21828.072466
EC- OR Tambo (DC15),Female,0-4,2021-09-30,97759.86043
EC- OR Tambo (DC15),Female,10-14,2021-09-30,94630.95265
EC- OR Tambo (DC15),Female,15-19,2021-09-30,79636.38664
EC- OR Tambo (DC15),Female,18-34,2021-09-30,186488.46747
EC- OR Tambo (DC15),Female,35-49,2021-09-30,119506.50057
EC- OR Tambo (DC15),Female,5-9,2021-09-30,96922.7781
EC- OR Tambo (DC15),Female,50-59,2021-09-30,52039.79067
EC- OR Tambo (DC15),Female,60+,2021-09-30,84856.25816
EC- OR Tambo (DC15),Male,0-4,2021-09-30,100943.6593
EC- OR Tambo (DC15),Male,10-14,2021-09-30,97936.92476
EC- OR Tambo (DC15),Male,15-19,2021-09-30,81840.42509
EC- OR Tambo (DC15),Male,18-34,2021-09-30,185175.61883
EC- OR Tambo (DC15),Male,35-49,2021-09-30,95004.21587
EC- OR Tambo (DC15),Male,5-9,2021-09-30,100722.6132
EC- OR Tambo (DC15),Male,50-59,2021-09-30,25606.13676
EC- OR Tambo (DC15),Male,60+,2021-09-30,36464.71243
FS - Fezile Dabi District Municipality (DC20),Female,0-4,2021-09-30,22139.43361
FS - Fezile Dabi District Municipality (DC20),Female,10-14,2021-09-30,24700.39465
FS - Fezile Dabi District Municipality (DC20),Female,15-19,2021-09-30,20754.19035
FS - Fezile Dabi District Municipality (DC20),Female,18-34,2021-09-30,60507.385500000004
FS - Fezile Dabi District Municipality (DC20),Female,35-49,2021-09-30,51917.449349999995
FS - Fezile Dabi District Municipality (DC20),Female,5-9,2021-09-30,22503.73283
FS - Fezile Dabi District Municipality (DC20),Female,50-59,2021-09-30,23653.29289
FS - Fezile Dabi District Municipality (DC20),Female,60+,2021-09-30,33749.899638999996
FS - Fezile Dabi District Municipality (DC20),Male,0-4,2021-09-30,22576.05716
FS - Fezile Dabi District Municipality (DC20),Male,10-14,2021-09-30,25018.13393
FS - Fezile Dabi District Municipality (DC20),Male,15-19,2021-09-30,20968.89485
FS - Fezile Dabi District Municipality (DC20),Male,18-34,2021-09-30,62651.06688
FS - Fezile Dabi District Municipality (DC20),Male,35-49,2021-09-30,53083.355090000005
FS - Fezile Dabi District Municipality (DC20),Male,5-9,2021-09-30,23109.89313
FS - Fezile Dabi District Municipality (DC20),Male,50-59,2021-09-30,21654.190908999997
FS - Fezile Dabi District Municipality (DC20),Male,60+,2021-09-30,22754.924959
FS - Lejweleputswa District Municipality (DC18),Female,0-4,2021-09-30,28009.5643
FS - Lejweleputswa District Municipality (DC18),Female,10-14,2021-09-30,31357.49263
FS - Lejweleputswa District Municipality (DC18),Female,15-19,2021-09-30,26854.15257
FS - Lejweleputswa District Municipality (DC18),Female,18-34,2021-09-30,77257.83292
FS - Lejweleputswa District Municipality (DC18),Female,35-49,2021-09-30,66384.94937
FS - Lejweleputswa District Municipality (DC18),Female,5-9,2021-09-30,28041.14408
FS - Lejweleputswa District Municipality (DC18),Female,50-59,2021-09-30,34151.75704
FS - Lejweleputswa District Municipality (DC18),Female,60+,2021-09-30,37023.820655
FS - Lejweleputswa District Municipality (DC18),Male,0-4,2021-09-30,28252.01344
FS - Lejweleputswa District Municipality (DC18),Male,10-14,2021-09-30,31106.22892
FS - Lejweleputswa District Municipality (DC18),Male,15-19,2021-09-30,26838.51151
FS - Lejweleputswa District Municipality (DC18),Male,18-34,2021-09-30,82542.61749
FS - Lejweleputswa District Municipality (DC18),Male,35-49,2021-09-30,65688.49478000001
FS - Lejweleputswa District Municipality (DC18),Male,5-9,2021-09-30,28230.15066
FS - Lejweleputswa District Municipality (DC18),Male,50-59,2021-09-30,30430.53804
FS - Lejweleputswa District Municipality (DC18),Male,60+,2021-09-30,31193.185765
FS - Mangaung Metropolitan Municipality (MAN),Female,0-4,2021-09-30,37654.43089
FS - Mangaung Metropolitan Municipality (MAN),Female,10-14,2021-09-30,41091.61678
FS - Mangaung Metropolitan Municipality (MAN),Female,15-19,2021-09-30,36825.148
FS - Mangaung Metropolitan Municipality (MAN),Female,18-34,2021-09-30,110531.34878
FS - Mangaung Metropolitan Municipality (MAN),Female,35-49,2021-09-30,92378.52147
FS - Mangaung Metropolitan Municipality (MAN),Female,5-9,2021-09-30,38849.83066
FS - Mangaung Metropolitan Municipality (MAN),Female,50-59,2021-09-30,43093.45415
FS - Mangaung Metropolitan Municipality (MAN),Female,60+,2021-09-30,53616.389674
FS - Mangaung Metropolitan Municipality (MAN),Male,0-4,2021-09-30,39077.19397
FS - Mangaung Metropolitan Municipality (MAN),Male,10-14,2021-09-30,42973.72608
FS - Mangaung Metropolitan Municipality (MAN),Male,15-19,2021-09-30,38132.09073
FS - Mangaung Metropolitan Municipality (MAN),Male,18-34,2021-09-30,112055.77312
FS - Mangaung Metropolitan Municipality (MAN),Male,35-49,2021-09-30,84338.63068999999
FS - Mangaung Metropolitan Municipality (MAN),Male,5-9,2021-09-30,40621.9782
FS - Mangaung Metropolitan Municipality (MAN),Male,50-59,2021-09-30,33132.139039999995
FS - Mangaung Metropolitan Municipality (MAN),Male,60+,2021-09-30,33009.074316
FS - Thabo Mofutsanyane District Municipality (DC19),Female,0-4,2021-09-30,38033.00878
FS - Thabo Mofutsanyane District Municipality (DC19),Female,10-14,2021-09-30,41343.136
FS - Thabo Mofutsanyane District Municipality (DC19),Female,15-19,2021-09-30,36771.9483
FS - Thabo Mofutsanyane District Municipality (DC19),Female,18-34,2021-09-30,99331.09153
FS - Thabo Mofutsanyane District Municipality (DC19),Female,35-49,2021-09-30,77783.78117
FS - Thabo Mofutsanyane District Municipality (DC19),Female,5-9,2021-09-30,38273.04806
FS - Thabo Mofutsanyane District Municipality (DC19),Female,50-59,2021-09-30,33298.21375
FS - Thabo Mofutsanyane District Municipality (DC19),Female,60+,2021-09-30,43543.667135
FS - Thabo Mofutsanyane District Municipality (DC19),Male,0-4,2021-09-30,38815.98852
FS - Thabo Mofutsanyane District Municipality (DC19),Male,10-14,2021-09-30,41825.4573
FS - Thabo Mofutsanyane District Municipality (DC19),Male,15-19,2021-09-30,36898.33154
FS - Thabo Mofutsanyane District Municipality (DC19),Male,18-34,2021-09-30,91302.70314
FS - Thabo Mofutsanyane District Municipality (DC19),Male,35-49,2021-09-30,65085.12027
FS - Thabo Mofutsanyane District Municipality (DC19),Male,5-9,2021-09-30,39110.18111
FS - Thabo Mofutsanyane District Municipality (DC19),Male,50-59,2021-09-30,21431.125325
FS - Thabo Mofutsanyane District Municipality (DC19),Male,60+,2021-09-30,21576.52684
FS - Xhariep District Municipality (DC16),Female,0-4,2021-09-30,6967.774193
FS - Xhariep District Municipality (DC16),Female,10-14,2021-09-30,6604.538246
FS - Xhariep District Municipality (DC16),Female,15-19,2021-09-30,6016.40745
FS - Xhariep District Municipality (DC16),Female,18-34,2021-09-30,14276.818746
FS - Xhariep District Municipality (DC16),Female,35-49,2021-09-30,11418.031203
FS - Xhariep District Municipality (DC16),Female,5-9,2021-09-30,6916.319501
FS - Xhariep District Municipality (DC16),Female,50-59,2021-09-30,5241.5891759999995
FS - Xhariep District Municipality (DC16),Female,60+,2021-09-30,7413.981569
FS - Xhariep District Municipality (DC16),Male,0-4,2021-09-30,7006.936857
FS - Xhariep District Municipality (DC16),Male,10-14,2021-09-30,6598.036876
FS - Xhariep District Municipality (DC16),Male,15-19,2021-09-30,5954.923958
